participant_id,fold,method,candidate_id,block_id,true_process_variance,true_observation_variance,conditional_update_nll,conditional_update_mse
51,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,3,49.0,64.0,3.406646441668573,47.55382730198229
60,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,0,4.0,16.0,2.7560263289502203,7.762373736319249
60,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,1,49.0,16.0,2.7351749314491034,6.487117408969812
60,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,2,4.0,64.0,2.8077063082126164,10.923083734204427
60,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,3,49.0,64.0,3.00846232637922,23.201176001484058
71,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,0,4.0,16.0,3.6281972789062897,61.103715600923735
71,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,1,49.0,16.0,2.9699421414054137,20.845309464678238
71,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,2,4.0,64.0,3.7258292489913742,67.07481598380812
71,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,3,49.0,64.0,3.4230335529397795,48.556051125803485
75,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,0,4.0,16.0,2.865189031847568,14.438685363535203
75,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,1,49.0,16.0,3.132685652906255,30.798584431758783
75,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,2,4.0,64.0,3.7539076488903924,68.79207052903234
75,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,3,49.0,64.0,4.028262186897836,85.57139481711806
77,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,0,4.0,16.0,2.7155128146019964,5.284596622676523
77,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,1,49.0,16.0,2.803477719050843,10.664466292182905
77,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,2,4.0,64.0,2.858859447738363,14.05157259642584
77,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,3,49.0,64.0,2.7921522058122643,9.971806127932293
78,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,0,4.0,16.0,2.8972493975478524,16.399474045168326
78,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,1,49.0,16.0,2.7813947674788047,9.313889012301042
78,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,2,4.0,64.0,2.710241166601791,4.962186459642575
78,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,3,49.0,64.0,3.036517415071965,24.917004850262963
80,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,0,4.0,16.0,4.173025554744375,94.42501725680457
80,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,1,49.0,16.0,3.7214359267389847,66.80612358560579
80,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,2,4.0,64.0,4.5038913950890676,114.6605317531712
80,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,3,49.0,64.0,4.797433975697397,132.6133827909589
83,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,0,4.0,16.0,2.706425543713048,4.728825734953096
83,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,1,49.0,16.0,2.7454606742606997,7.1161859690638956
83,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,2,4.0,64.0,2.8298979716940433,12.280309755509796
83,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,3,49.0,64.0,3.303435674064836,41.2415317145903
85,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,0,4.0,16.0,2.788666605684925,9.758629355643496
85,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,1,49.0,16.0,3.4058363731029937,47.50428409684283
85,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,2,4.0,64.0,3.4748563658049614,51.725496723098736
85,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,3,49.0,64.0,3.1709945218921796,33.14152703621889
89,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,0,4.0,16.0,2.726921631071573,5.982351552034012
89,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,1,49.0,16.0,2.7411442286550702,6.852195290743964
89,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,2,4.0,64.0,3.109882451389292,29.403957188343842
89,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,3,49.0,64.0,2.92602740013566,18.15951578273599
91,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,0,4.0,16.0,2.852043902716387,13.634738812832001
91,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,1,49.0,16.0,2.9902803456050555,22.089179262428196
91,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,2,4.0,64.0,3.245175681052054,37.67839285462162
91,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,3,49.0,64.0,3.214426728282691,35.79780923539902
100,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,0,4.0,16.0,2.6736690643647907,2.7254632481788486
100,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,1,49.0,16.0,2.8530780715441435,13.697987827248102
100,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,2,4.0,64.0,2.745782494943485,7.135868288293207
100,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,3,49.0,64.0,2.744481199730031,7.056282018134703
109,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,0,4.0,16.0,2.6735957294598967,2.7209781386567267
109,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,1,49.0,16.0,2.8459190167769286,13.260145237117452
109,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,2,4.0,64.0,2.68097160515314,3.1720813391519407
109,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,3,49.0,64.0,3.0021729447057433,22.81652198614586
111,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,0,4.0,16.0,2.88734911450213,15.793979924405836
111,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,1,49.0,16.0,2.81228936330887,11.203380055339466
111,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,2,4.0,64.0,3.3470568716430873,43.90937247755325
111,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,3,49.0,64.0,3.190587410085425,34.33981384832098
114,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,0,4.0,16.0,2.9109863825475446,17.239618070940374
114,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,1,49.0,16.0,2.8122785139322897,11.202716515347417
114,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,2,4.0,64.0,2.945146074171197,19.32880000136181
114,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,3,49.0,64.0,3.0544497153189503,26.013731309612837
135,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,0,4.0,16.0,2.845351104964821,13.225412163148286
135,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,1,49.0,16.0,2.9468235751599763,19.431394743510907
135,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,2,4.0,64.0,3.369929602987974,45.30825211474633
135,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,3,49.0,64.0,3.335397487858307,43.196293033178385
137,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,0,4.0,16.0,2.981736862519526,21.566666041823165
137,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,1,49.0,16.0,2.912093030463967,17.307299853779632
137,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,2,4.0,64.0,2.8033780387036282,10.658369914542426
137,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,3,49.0,64.0,3.0885978249194395,28.102204891909327
146,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,0,4.0,16.0,2.672851342466093,2.675451970744287
146,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,1,49.0,16.0,2.8043556045207425,10.718157129936888
146,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,2,4.0,64.0,2.9428995591827625,19.19140477625364
146,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,3,49.0,64.0,2.9685959794404573,20.762979176583354
147,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,0,4.0,16.0,2.727321449780036,6.006804173865809
147,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,1,49.0,16.0,2.760308402721101,8.024262258189308
147,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,2,4.0,64.0,3.5597555535001297,56.917869382499184
147,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,3,49.0,64.0,3.2210086489839758,36.20035472521456
151,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,0,4.0,16.0,2.676253668728221,2.883535773916395
151,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,1,49.0,16.0,2.7066375598690344,4.741792489071537
151,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,2,4.0,64.0,2.979891268916716,21.453790877481165
151,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,3,49.0,64.0,2.927344588017822,18.240074036970316
158,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,0,4.0,16.0,2.6976144704180727,4.189946891482045
158,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,1,49.0,16.0,3.0058186666441715,23.03949169210866
158,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,2,4.0,64.0,3.1290396108173577,30.575595145625797
158,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,3,49.0,64.0,3.1374538456030394,31.090203634081746
159,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,0,4.0,16.0,2.6558942141783333,1.6383663201789975
159,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,1,49.0,16.0,2.895890463047967,16.31636259811357
159,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,2,4.0,64.0,2.7293780486903585,6.132584269567679
159,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,3,49.0,64.0,2.8351975825295015,12.604430105239157
166,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,0,4.0,16.0,3.3118619404683916,41.75687604805716
166,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,1,49.0,16.0,3.0661746030400874,26.730816927161523
166,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,2,4.0,64.0,2.885988398494594,15.710759521637009
166,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,3,49.0,64.0,4.0469010817210185,86.71133608756729
169,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,0,4.0,16.0,3.410658460081925,47.79919943432
169,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,1,49.0,16.0,3.203825708534996,35.14945856687046
169,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,2,4.0,64.0,3.3230712443399524,42.44242893182069
169,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,3,49.0,64.0,3.4043896580753197,47.41580405646116
173,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,0,4.0,16.0,3.454260882771894,50.465891938751284
173,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,1,49.0,16.0,4.045079918143018,86.59995504579979
173,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,2,4.0,64.0,3.941358519705659,80.2564296474811
173,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,3,49.0,64.0,4.582431427166654,119.46398307348696
175,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,0,4.0,16.0,2.693576053230682,3.9429602292968524
175,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,1,49.0,16.0,2.7111671724159394,5.018820302702311
175,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,2,4.0,64.0,3.0829724750710374,27.75816258072396
175,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,3,49.0,64.0,3.4088843413979206,47.690695624101735
176,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,0,4.0,16.0,2.683376291659242,3.319150219404861
176,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,1,49.0,16.0,2.7179532293669357,5.433850617291474
176,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,2,4.0,64.0,2.6702533429110455,2.516560204816022
176,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,3,49.0,64.0,2.7189419442266884,5.494319700036456
186,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,0,4.0,16.0,2.7564142165246244,7.786096658657258
186,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,1,49.0,16.0,2.8411025617118773,12.965574343402942
186,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,2,4.0,64.0,2.973949830687148,21.0904168304703
186,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,3,49.0,64.0,2.945346244202087,19.341042255072807
192,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,0,4.0,16.0,2.847777163892083,13.37378816515721
192,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,1,49.0,16.0,3.4425605787260465,49.75030984092885
192,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,2,4.0,64.0,3.197328616332392,34.752101126425536
192,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,3,49.0,64.0,4.092150128307724,89.47873491362364
199,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,0,4.0,16.0,2.782195254897928,9.362846241481778
199,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,1,49.0,16.0,2.755342507082576,7.720551687535875
199,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,2,4.0,64.0,3.1452283125245226,31.565684384609817
199,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,3,49.0,64.0,3.0352588214076124,24.840030175834393
204,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,0,4.0,16.0,2.811252585844216,11.1399714985853
204,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,1,49.0,16.0,2.79719565519398,10.280259829194048
204,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,2,4.0,64.0,3.031668457030099,24.620446098092437
204,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,3,49.0,64.0,3.1403980085424115,31.270266501186057
208,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,0,4.0,16.0,6.410257308447448,231.25248647099377
208,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,1,49.0,16.0,9.08661191790716,394.9363906199353
208,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,2,4.0,64.0,4.695553680865313,126.38245795199404
208,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,3,49.0,64.0,5.632660939399029,183.69525728768275
212,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,0,4.0,16.0,2.733793510773016,6.402630723709623
212,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,1,49.0,16.0,2.8371352208186122,12.722934655745698
212,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,2,4.0,64.0,2.811966856097725,11.18365574853429
212,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,3,49.0,64.0,2.8284777363096074,12.193449190877164
217,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,0,4.0,16.0,2.7371517800726113,6.608020035050618
217,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,1,49.0,16.0,2.8463202662291804,13.284685362200339
217,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,2,4.0,64.0,3.6898188877137805,64.8724484414441
217,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,3,49.0,64.0,3.0628257659300586,26.526004481684033
219,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,0,4.0,16.0,2.680414965102096,3.138037637903005
219,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,1,49.0,16.0,2.9706394664832985,20.88795735999295
219,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,2,4.0,64.0,2.833024340012741,12.471516171282703
219,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,3,49.0,64.0,3.030643301111966,24.557748306683088
222,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,0,4.0,16.0,2.732565800463237,6.327544852817089
222,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,1,49.0,16.0,2.886158986873641,15.721192583005678
222,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,2,4.0,64.0,3.0936292260581766,28.40992173138079
222,4,hierarchical_particle,hierarchical_particle:437b6f9cf06c,3,49.0,64.0,2.9302073978500314,18.415161407125105
2,0,oracle_qr,oracle_qr:b964134d4145,0,4.0,16.0,2.7546329892156147,2.368632537639797
2,0,oracle_qr,oracle_qr:b964134d4145,1,49.0,16.0,2.7518159347893225,2.160958904203416
2,0,oracle_qr,oracle_qr:b964134d4145,2,4.0,64.0,3.6209679832765116,66.23496550959753
2,0,oracle_qr,oracle_qr:b964134d4145,3,49.0,64.0,3.164771725841105,32.60411569091568
8,0,oracle_qr,oracle_qr:b964134d4145,0,4.0,16.0,2.8161619172072356,6.904553433667065
8,0,oracle_qr,oracle_qr:b964134d4145,1,49.0,16.0,3.0760338689084143,26.062348872152345
8,0,oracle_qr,oracle_qr:b964134d4145,2,4.0,64.0,3.5680746932730814,62.3356650144083
8,0,oracle_qr,oracle_qr:b964134d4145,3,49.0,64.0,3.309253903951404,43.25536140875572
15,0,oracle_qr,oracle_qr:b964134d4145,0,4.0,16.0,2.80924390689029,6.3945567771376615
15,0,oracle_qr,oracle_qr:b964134d4145,1,49.0,16.0,2.8889367469597644,12.269523729009645
15,0,oracle_qr,oracle_qr:b964134d4145,2,4.0,64.0,3.427697642621718,51.98704984823955
15,0,oracle_qr,oracle_qr:b964134d4145,3,49.0,64.0,3.3885438671585617,49.10062822383106
16,0,oracle_qr,oracle_qr:b964134d4145,0,4.0,16.0,2.8980823449728654,12.943738451878525
16,0,oracle_qr,oracle_qr:b964134d4145,1,49.0,16.0,2.892423528885835,12.526569764339706
16,0,oracle_qr,oracle_qr:b964134d4145,2,4.0,64.0,4.321362058039951,117.86811146016245
16,0,oracle_qr,oracle_qr:b964134d4145,3,49.0,64.0,3.5453162752900087,60.65791136162247
22,0,oracle_qr,oracle_qr:b964134d4145,0,4.0,16.0,3.2473150283677423,38.68921912077977
22,0,oracle_qr,oracle_qr:b964134d4145,1,49.0,16.0,2.814034014310321,6.747684144214326
22,0,oracle_qr,oracle_qr:b964134d4145,2,4.0,64.0,3.3084467812288687,43.195860212451706
22,0,oracle_qr,oracle_qr:b964134d4145,3,49.0,64.0,3.0917714961535125,27.222528881865017
25,0,oracle_qr,oracle_qr:b964134d4145,0,4.0,16.0,2.8357159777370153,8.346081421466355
25,0,oracle_qr,oracle_qr:b964134d4145,1,49.0,16.0,2.9597831335895566,17.492328936437698
25,0,oracle_qr,oracle_qr:b964134d4145,2,4.0,64.0,2.881966233171162,11.755656509446318
25,0,oracle_qr,oracle_qr:b964134d4145,3,49.0,64.0,3.3486515305554616,46.15975977226308
34,0,oracle_qr,oracle_qr:b964134d4145,0,4.0,16.0,2.821153786182426,7.272554689887234
34,0,oracle_qr,oracle_qr:b964134d4145,1,49.0,16.0,3.031547512696447,22.78280867347609
34,0,oracle_qr,oracle_qr:b964134d4145,2,4.0,64.0,3.481125513846715,55.92575974340819
34,0,oracle_qr,oracle_qr:b964134d4145,3,49.0,64.0,3.2385240524192,38.04114718448839
39,0,oracle_qr,oracle_qr:b964134d4145,0,4.0,16.0,2.9969108938491953,20.2293924459355
39,0,oracle_qr,oracle_qr:b964134d4145,1,49.0,16.0,2.9008313567477697,13.146395971848913
39,0,oracle_qr,oracle_qr:b964134d4145,2,4.0,64.0,3.479544379840697,55.80919833056686
39,0,oracle_qr,oracle_qr:b964134d4145,3,49.0,64.0,3.2497886442898243,38.87157442122071
48,0,oracle_qr,oracle_qr:b964134d4145,0,4.0,16.0,3.117746858249914,29.137436089918204
48,0,oracle_qr,oracle_qr:b964134d4145,1,49.0,16.0,3.209979688726191,35.93685283116317
48,0,oracle_qr,oracle_qr:b964134d4145,2,4.0,64.0,3.1463025531613846,31.242565782201382
48,0,oracle_qr,oracle_qr:b964134d4145,3,49.0,64.0,4.012744345430836,95.1167719325429
49,0,oracle_qr,oracle_qr:b964134d4145,0,4.0,16.0,3.4973547271957934,57.12217954721491
49,0,oracle_qr,oracle_qr:b964134d4145,1,49.0,16.0,3.079184278653736,26.29459750480843
49,0,oracle_qr,oracle_qr:b964134d4145,2,4.0,64.0,5.106501621065696,175.7487062709672
49,0,oracle_qr,oracle_qr:b964134d4145,3,49.0,64.0,3.685212738401449,70.97109754932757
54,0,oracle_qr,oracle_qr:b964134d4145,0,4.0,16.0,2.9007764004222465,13.142344584096033
54,0,oracle_qr,oracle_qr:b964134d4145,1,49.0,16.0,3.0156814290709626,21.613158842021967
54,0,oracle_qr,oracle_qr:b964134d4145,2,4.0,64.0,3.4526632726125928,53.82751946886273
54,0,oracle_qr,oracle_qr:b964134d4145,3,49.0,64.0,3.3445773292399066,45.85940910006599
57,0,oracle_qr,oracle_qr:b964134d4145,0,4.0,16.0,2.9147845188554657,14.175024970205095
57,0,oracle_qr,oracle_qr:b964134d4145,1,49.0,16.0,2.8391844814915825,8.601779987520237
57,0,oracle_qr,oracle_qr:b964134d4145,2,4.0,64.0,3.6683254028701335,69.72616088920651
57,0,oracle_qr,oracle_qr:b964134d4145,3,49.0,64.0,2.9666121962477385,17.995768359528963
62,0,oracle_qr,oracle_qr:b964134d4145,0,4.0,16.0,3.4225256518791083,51.60576999095587
62,0,oracle_qr,oracle_qr:b964134d4145,1,49.0,16.0,4.598414841783879,138.2924801613
62,0,oracle_qr,oracle_qr:b964134d4145,2,4.0,64.0,4.668281662854292,143.4430716631613
62,0,oracle_qr,oracle_qr:b964134d4145,3,49.0,64.0,4.00943234165634,94.8726105661934
64,0,oracle_qr,oracle_qr:b964134d4145,0,4.0,16.0,2.875214268419749,11.257900754472903
64,0,oracle_qr,oracle_qr:b964134d4145,1,49.0,16.0,2.9334865317898706,15.553739893996546
64,0,oracle_qr,oracle_qr:b964134d4145,2,4.0,64.0,3.3084915127774552,43.199157828265406
64,0,oracle_qr,oracle_qr:b964134d4145,3,49.0,64.0,3.0146133548250282,21.534420264107844
66,0,oracle_qr,oracle_qr:b964134d4145,0,4.0,16.0,2.9519424351923322,16.914311589796124
66,0,oracle_qr,oracle_qr:b964134d4145,1,49.0,16.0,3.7972074613616242,79.22736367814794
66,0,oracle_qr,oracle_qr:b964134d4145,2,4.0,64.0,4.178841621450138,107.36148559262423
66,0,oracle_qr,oracle_qr:b964134d4145,3,49.0,64.0,4.682606841313991,144.4991257573187
67,0,oracle_qr,oracle_qr:b964134d4145,0,4.0,16.0,3.262206243771851,39.78700153506042
67,0,oracle_qr,oracle_qr:b964134d4145,1,49.0,16.0,3.002781673320881,20.662187102868458
67,0,oracle_qr,oracle_qr:b964134d4145,2,4.0,64.0,3.963405656894584,91.47951713842978
67,0,oracle_qr,oracle_qr:b964134d4145,3,49.0,64.0,3.081575108068244,26.47084977271043
72,0,oracle_qr,oracle_qr:b964134d4145,0,4.0,16.0,2.968651816584316,18.14612944668954
72,0,oracle_qr,oracle_qr:b964134d4145,1,49.0,16.0,3.023881722772459,22.217685603145558
72,0,oracle_qr,oracle_qr:b964134d4145,2,4.0,64.0,3.5741964041564,62.786958368956405
72,0,oracle_qr,oracle_qr:b964134d4145,3,49.0,64.0,3.157315645695405,32.054452453812964
76,0,oracle_qr,oracle_qr:b964134d4145,0,4.0,16.0,2.922426519432614,14.738394286668083
76,0,oracle_qr,oracle_qr:b964134d4145,1,49.0,16.0,2.9934907912937314,19.977262022827922
76,0,oracle_qr,oracle_qr:b964134d4145,2,4.0,64.0,3.011094625882784,21.275019090423257
76,0,oracle_qr,oracle_qr:b964134d4145,3,49.0,64.0,3.1645034967166907,32.584341803574134
92,0,oracle_qr,oracle_qr:b964134d4145,0,4.0,16.0,2.8227642372250674,7.39127735863486
92,0,oracle_qr,oracle_qr:b964134d4145,1,49.0,16.0,3.181200685182522,33.81526079630199
92,0,oracle_qr,oracle_qr:b964134d4145,2,4.0,64.0,3.227088254072947,37.19809858320954
92,0,oracle_qr,oracle_qr:b964134d4145,3,49.0,64.0,4.286321090309798,115.28488657826846
95,0,oracle_qr,oracle_qr:b964134d4145,0,4.0,16.0,2.738718243190617,1.1953953075098709
95,0,oracle_qr,oracle_qr:b964134d4145,1,49.0,16.0,2.823436685205801,7.440850314752616
95,0,oracle_qr,oracle_qr:b964134d4145,2,4.0,64.0,2.855885427794669,9.832976008518912
95,0,oracle_qr,oracle_qr:b964134d4145,3,49.0,64.0,2.838723226163082,8.567776182298177
97,0,oracle_qr,oracle_qr:b964134d4145,0,4.0,16.0,2.8963714287625013,12.817609477374111
97,0,oracle_qr,oracle_qr:b964134d4145,1,49.0,16.0,2.803852828923379,5.997125780037308
97,0,oracle_qr,oracle_qr:b964134d4145,2,4.0,64.0,3.9387775622710453,89.66393067075296
97,0,oracle_qr,oracle_qr:b964134d4145,3,49.0,64.0,3.191039292309735,34.54056424482309
101,0,oracle_qr,oracle_qr:b964134d4145,0,4.0,16.0,3.2061126247029077,35.65177234817678
101,0,oracle_qr,oracle_qr:b964134d4145,1,49.0,16.0,2.9500293718178736,16.773280299005368
101,0,oracle_qr,oracle_qr:b964134d4145,2,4.0,64.0,3.703953414568836,72.35266273188542
101,0,oracle_qr,oracle_qr:b964134d4145,3,49.0,64.0,3.2671346572092848,40.15032484045201
102,0,oracle_qr,oracle_qr:b964134d4145,0,4.0,16.0,3.150791388997552,31.573483367355518
102,0,oracle_qr,oracle_qr:b964134d4145,1,49.0,16.0,3.6934785337539706,71.58045310102665
102,0,oracle_qr,oracle_qr:b964134d4145,2,4.0,64.0,2.890716205447235,12.400705649455777
102,0,oracle_qr,oracle_qr:b964134d4145,3,49.0,64.0,3.53168931937595,59.653330327994865
106,0,oracle_qr,oracle_qr:b964134d4145,0,4.0,16.0,2.8323766428269472,8.099905200104663
106,0,oracle_qr,oracle_qr:b964134d4145,1,49.0,16.0,2.9768614767497974,18.751346704805233
106,0,oracle_qr,oracle_qr:b964134d4145,2,4.0,64.0,3.16682997349119,32.755849986148235
106,0,oracle_qr,oracle_qr:b964134d4145,3,49.0,64.0,3.1886939178619516,34.367662923217786
107,0,oracle_qr,oracle_qr:b964134d4145,0,4.0,16.0,2.861872119810261,10.27431575387096
107,0,oracle_qr,oracle_qr:b964134d4145,1,49.0,16.0,2.753752507709292,2.3037233218699606
107,0,oracle_qr,oracle_qr:b964134d4145,2,4.0,64.0,3.5253485279191707,59.18588632393104
107,0,oracle_qr,oracle_qr:b964134d4145,3,49.0,64.0,3.202986706513861,35.421329236362766
112,0,oracle_qr,oracle_qr:b964134d4145,0,4.0,16.0,3.0623142779384054,25.050938769667134
112,0,oracle_qr,oracle_qr:b964134d4145,1,49.0,16.0,3.743547310106015,75.27153006769645
112,0,oracle_qr,oracle_qr:b964134d4145,2,4.0,64.0,3.083201520101733,26.590749087862797
112,0,oracle_qr,oracle_qr:b964134d4145,3,49.0,64.0,3.7643731362877366,76.80681279141898
115,0,oracle_qr,oracle_qr:b964134d4145,0,4.0,16.0,2.961021843022301,17.583646763409316
115,0,oracle_qr,oracle_qr:b964134d4145,1,49.0,16.0,3.1257222130888693,29.725380327662354
115,0,oracle_qr,oracle_qr:b964134d4145,2,4.0,64.0,2.8173039912154625,6.988747284069063
115,0,oracle_qr,oracle_qr:b964134d4145,3,49.0,64.0,3.345523939392711,45.92919332860126
116,0,oracle_qr,oracle_qr:b964134d4145,0,4.0,16.0,2.8104776232442266,6.485506513664017
116,0,oracle_qr,oracle_qr:b964134d4145,1,49.0,16.0,3.007083010847328,20.979282287262684
